payment_id,payment_type,fare_amount,promo_code
2599,cash,111,GVQlm-04844
2600,gift,124,dEqau-19931
2601,cash,210,
2602,card,455,
2603,mix,14,
2604,gift,424,
2605,gift,72,wnSOG-05393
2606,cash,157,qcbvJ-99387
2607,mix,98,
2608,gift,375,
2609,mix,284,Nnvwu-14983
2610,mix,408,
2611,mix,341,QQnqS-94444
2612,cash,398,ZOvjB-81930
2613,mix,430,
2614,mix,50,
2615,gift,344,
2616,cash,308,
2617,cash,287,GodDG-49128
2618,mix,355,OiyFO-51241
2619,cash,48,LDCtn-14163
2620,cash,60,NDIDw-28264
2621,cash,474,
2622,gift,8,
2623,cash,426,fTZhO-10635
2624,mix,448,vnQJg-63283
2625,card,447,bKHwm-08399
2626,gift,425,
2627,gift,44,MCzPZ-85065
2628,cash,311,
2629,mix,467,ImPLC-28356
2630,gift,269,prjls-84478
2631,mix,319,
2632,gift,373,
2633,mix,129,Pxxhg-47573
2634,card,200,
2635,cash,408,
2636,gift,450,
2637,cash,216,IIpTa-95847
2638,mix,36,
2639,card,333,CKQaT-60167
2640,gift,420,XdNwZ-08386
2641,mix,76,
2642,card,420,
2643,gift,112,
2644,mix,48,dPLoE-85307
2645,cash,188,
2646,card,190,nvOYw-68575
2647,mix,332,idHeF-69999
2648,mix,224,mOCom-62704
2649,mix,386,
2650,mix,297,
2651,gift,485,
2652,gift,66,
2653,mix,245,
2654,cash,313,
2655,cash,453,
2656,mix,490,sDDvk-65988
2657,card,446,
2658,card,6,AaPKi-92955
2659,mix,486,
2660,mix,309,LmpmF-17768
2661,gift,167,
2662,cash,381,
2663,gift,345,
2664,card,221,xDBQX-66729
2665,cash,334,
2666,card,187,
2667,gift,454,zCVhy-04783
2668,card,403,GcsJP-23511
2669,gift,80,kqddq-16227
2670,card,293,IEtwh-75487
2671,gift,443,plUZm-13014
2672,cash,232,
2673,cash,358,AwuRv-92644
2674,gift,436,
2675,cash,164,nZobm-39236
2676,card,35,
2677,mix,139,
2678,cash,471,
2679,gift,211,
2680,card,193,uCvFe-73933
2681,mix,268,
2682,gift,237,yEKGE-17908
2683,gift,454,gSabr-19210
2684,cash,166,
2685,gift,399,
2686,card,364,MrpIX-75551
2687,gift,81,
2688,card,394,REfXA-02271
2689,mix,160,rpcSn-07239
2690,mix,276,
2691,mix,492,
2692,cash,84,sBSoE-06899
2693,gift,178,NnYjJ-93616
2694,gift,441,rYKzD-66557
2695,cash,171,
2696,gift,232,ejmpa-20893
2697,mix,144,rgJZv-69417
2698,mix,81,abTeu-00734
2699,cash,203,FpEjg-65170
2700,card,120,
2701,gift,459,
2702,card,77,
2703,cash,298,
2704,cash,47,ZIeAw-63310
2705,cash,327,
2706,cash,365,
2707,card,193,
2708,cash,352,luNge-34424
2709,mix,71,YFSrF-15496
2710,gift,463,DhoxN-94837
2711,mix,445,
2712,mix,14,VJRlp-29115
2713,card,379,
2714,mix,127,
2715,cash,442,nBCkq-41428
2716,card,26,hoKUA-40477
2717,card,300,vHaHR-03529
2718,mix,487,tIQCI-13304
2719,cash,413,
2720,gift,368,
2721,cash,225,muWmA-86885
2722,mix,296,taarB-47771
2723,card,444,
2724,mix,383,
2725,cash,445,
2726,card,443,
2727,gift,57,
2728,gift,157,YIUCt-86379
2729,card,25,fUkie-73827
2730,mix,251,
2731,gift,122,OMvNp-14765
2732,gift,426,
2733,gift,209,
2734,mix,18,gsXgk-63857
2735,card,60,XFNwe-14952
2736,gift,262,wWIQc-47356
2737,mix,48,ajvTG-67525
2738,cash,469,gRiAD-02725
2739,cash,439,Ipdjx-97420
2740,card,500,
2741,cash,311,ObDBn-43199
2742,mix,266,vIttp-63412
2743,cash,353,
2744,cash,269,rhBCj-65067
2745,cash,53,JRHcp-20329
2746,gift,202,
2747,gift,32,waoHF-86163
2748,mix,360,PcHck-00328
2749,gift,260,
2750,mix,416,zyEmn-17541
2751,mix,70,
2752,card,27,PUQkK-65925
2753,gift,398,QbLth-17838
2754,mix,170,eZsIZ-92769
2755,card,454,izFBS-81442
2756,card,15,WyMEf-36263
2757,mix,142,
2758,mix,213,
2759,card,44,PCeAB-67233
2760,gift,186,
2761,cash,422,jMKAv-29761
2762,gift,46,
2763,card,456,
2764,cash,128,CRzdj-90672
2765,cash,357,
2766,mix,413,
2767,card,448,
2768,cash,290,vAict-46454
2769,gift,500,
2770,gift,276,lQcOt-92233
2771,gift,62,gYTYp-57208
2772,cash,399,ETQZg-98926
2773,mix,268,YQJHU-83902
2774,cash,43,
2775,card,81,
2776,cash,282,ixTaV-83029
2777,cash,278,vfsbE-74941
2778,card,226,
2779,mix,98,ikgJB-53734
2780,cash,384,
2781,gift,257,zdTAH-42144
2782,cash,361,pLAot-64642
2783,cash,491,
2784,card,289,
2785,cash,29,
2786,gift,370,
2787,cash,50,PmAyR-49197
2788,card,46,gZUKL-65377
2789,gift,286,oMZdR-37042
2790,cash,351,tqmBH-90458
2791,gift,291,
2792,card,40,QLSpo-43727
2793,mix,66,nyZkZ-01879
2794,cash,302,GaCSg-39612
2795,cash,437,PCbWY-06278
2796,cash,254,
2797,mix,60,
2798,mix,253,
2799,card,43,
2800,cash,422,
2801,card,407,
2802,gift,444,
2803,gift,299,HvSuO-70999
2804,cash,482,
2805,mix,442,
2806,mix,371,IUFcA-24624
2807,cash,365,tQTYJ-57627
2808,card,415,
2809,gift,325,
2810,gift,429,pAPXQ-50536
2811,card,135,
2812,mix,373,ZTkwf-50991
2813,card,472,
2814,card,335,
2815,gift,130,HVPTc-48954
2816,gift,47,
2817,card,330,QbciG-16537
2818,mix,68,
2819,gift,38,FOdwi-28524
2820,gift,367,
2821,mix,185,NpxuH-76654
2822,cash,382,
2823,gift,68,
2824,mix,391,
2825,gift,202,
2826,cash,213,GSRkX-63487
2827,cash,377,
2828,cash,19,
2829,mix,299,
2830,cash,121,
2831,card,256,
2832,gift,449,
2833,gift,90,lJwMA-54690
2834,gift,144,
2835,cash,246,JBGvP-72542
2836,gift,413,
2837,gift,389,
2838,cash,315,
2839,mix,228,
2840,card,207,
2841,card,291,mzuDk-83033
2842,gift,116,
2843,mix,451,
2844,card,463,
2845,card,71,iyMTR-25927
2846,gift,77,
2847,cash,248,Zejra-37253
2848,card,258,
2849,mix,304,jfzLW-78179
2850,cash,15,dVlCA-43807
2851,mix,259,
2852,card,91,kmXaQ-09428
2853,mix,206,
2854,card,25,
2855,mix,297,
2856,mix,219,JObbd-34548
2857,gift,319,
2858,card,466,xnApP-64996
2859,mix,384,nePHo-71295
2860,card,188,ayMUK-99627
2861,card,17,
2862,mix,238,
2863,card,13,vPqEL-40717
2864,cash,233,
2865,gift,160,
2866,card,144,
2867,mix,360,GDzEF-91944
2868,gift,465,
2869,card,472,
2870,mix,288,
2871,cash,123,RaOgp-58240
2872,card,476,zTKWq-77468
2873,card,163,JZcFy-56107
2874,gift,387,rFACk-80334
2875,cash,216,
2876,gift,403,lvqAK-71295
2877,gift,63,RZWXj-57847
2878,cash,367,
2879,mix,401,qshoJ-19871
2880,gift,267,ljDnS-98423
2881,cash,377,jDYJz-55772
2882,gift,143,
2883,card,292,
2884,mix,385,aDJRn-53829
2885,card,388,wMVFQ-02875
2886,mix,365,
2887,card,439,bRoKL-55992
2888,card,484,
2889,mix,348,
2890,mix,274,
2891,card,436,
2892,gift,436,
2893,card,53,bMEAS-36347
2894,gift,335,nQtaG-04524
2895,cash,439,
2896,card,107,wWlXS-82729
2897,cash,131,
2898,card,253,FnAxp-52546
2899,cash,108,sWbJG-26069
2900,card,481,
2901,mix,305,
2902,card,450,IauQX-44997
2903,gift,20,
2904,mix,496,nkKVZ-32093
2905,mix,234,
2906,cash,129,
2907,card,291,pdeTV-24669
2908,cash,18,
2909,card,306,NwyDU-29657
2910,gift,469,JxQZl-48187
2911,cash,70,
2912,mix,90,
2913,mix,21,gcCFq-69537
2914,mix,474,
2915,mix,182,
2916,cash,402,
2917,gift,158,
2918,mix,200,
2919,mix,273,
2920,gift,120,
2921,cash,406,
2922,card,180,MTHtK-67462
2923,cash,400,TtFMz-99025
2924,cash,409,
2925,mix,25,pJFHg-72050
2926,gift,402,phyTJ-10051
2927,gift,397,zTCIP-18985
2928,card,379,
2929,card,374,ZyCHf-87489
2930,gift,416,UfVWa-14997
2931,cash,111,ntvlo-14535
2932,gift,41,ROdps-79544
2933,card,42,
2934,card,350,
2935,card,384,isAEg-88392
2936,cash,97,NjFDQ-66352
2937,gift,304,olady-70972
2938,gift,54,XkKjg-65159
2939,card,11,tNSVh-36388
2940,cash,6,
2941,card,80,
2942,card,174,
2943,card,289,ddDti-59867
2944,gift,340,
2945,card,428,DXJwd-15118
2946,card,70,UxtRf-35976
2947,mix,231,
2948,card,95,jkxnq-27701
2949,cash,366,
2950,cash,392,
2951,gift,462,gDhAB-42746
2952,cash,229,yeDvd-31644
2953,cash,176,
2954,cash,113,
2955,mix,258,jSmqb-57204
2956,card,472,
2957,mix,48,TAwqX-20921
2958,gift,464,ZJfQT-46315
2959,gift,258,
2960,gift,301,hCWtY-35550
2961,card,54,
2962,gift,363,BGjRD-35346
2963,mix,110,
2964,cash,140,
2965,gift,441,dMynw-41378
2966,card,30,
2967,gift,324,oYoKb-72194
2968,gift,290,
2969,card,278,
2970,gift,304,NwKWk-75820
2971,gift,146,eKHpM-25148
2972,gift,55,
2973,cash,449,OBlpk-18688
2974,cash,330,rZygS-33070
2975,card,196,
2976,cash,30,yBrmw-39201
2977,cash,484,QPuxm-18892
2978,gift,469,UwvjX-77779
2979,card,173,
2980,mix,149,TBgrD-13573
2981,cash,248,GFpKc-59617
2982,mix,445,HUbiE-06015
2983,card,281,
2984,card,486,
2985,mix,209,IIext-72164
2986,cash,11,jRvDs-23972
2987,mix,383,
2988,gift,211,
2989,mix,324,
2990,gift,402,
2991,cash,257,
2992,mix,400,
2993,card,143,yexkx-81549
2994,mix,395,AkRzz-75749
2995,gift,329,XZUCC-70782
2996,card,124,TjCvp-62838
2997,cash,312,XMAKI-19475
2998,mix,409,OTTqz-32488
2999,gift,181,PjUqd-71929
3000,cash,102,HZAsQ-44549
3001,mix,6,
3002,mix,11,pIFrA-85466
3003,mix,56,
3004,gift,213,
3005,gift,263,UXqUO-01083
3006,cash,41,QZeSv-54356
3007,mix,372,
3008,cash,207,kOIQO-88246
3009,cash,385,xuzMT-80242
3010,mix,270,
3011,card,119,
3012,cash,286,
3013,gift,393,hRwhG-96813
3014,mix,307,NvQgx-26733
3015,cash,280,
3016,mix,421,HXSKz-57184
3017,mix,469,vIONX-67784
3018,mix,392,eVTYW-73328
3019,gift,185,ABRbW-54906
3020,mix,325,JQFwq-10082
3021,cash,482,mqgdr-58839
3022,cash,228,UQlGZ-03076
3023,mix,353,
3024,card,415,
3025,card,277,
3026,mix,280,jBqKR-00297
3027,card,346,
3028,cash,376,XQbJr-97359
3029,gift,161,
3030,gift,323,ZFJvL-49563
3031,cash,184,SZqpG-06326
3032,mix,205,
3033,cash,58,cxQJq-16525
3034,card,301,jaELM-52722
3035,cash,199,kqBYI-78149
3036,card,41,
3037,cash,283,
3038,mix,36,
3039,cash,327,jKeyy-85929
3040,mix,490,VVxpR-73024
3041,card,179,
3042,gift,98,wPyma-86869
3043,cash,389,bxhoX-51488
3044,gift,464,
3045,mix,97,JQYYj-99813
3046,cash,415,
3047,mix,449,
3048,card,478,DgoMS-78719
3049,gift,435,
3050,card,198,
3051,gift,94,IqOLt-46303
3052,card,303,
3053,card,82,URpIG-21341
3054,card,236,aeDWg-00489
3055,card,486,hwnrB-55244
3056,mix,458,WHgnX-12628
3057,card,59,rMZnT-19468
3058,card,90,DDtYi-76644
3059,cash,141,
3060,mix,108,ONHLc-03717
3061,card,180,
3062,gift,151,goctc-78008
3063,gift,120,VGMee-54243
3064,gift,104,jDOUQ-82777
3065,card,418,
3066,cash,68,UPxbz-44296
3067,card,322,VZsfX-10632
3068,gift,461,KCyTK-99782
3069,card,375,
3070,card,166,qZoIt-98155
3071,mix,470,
3072,card,6,REZeQ-27552
3073,card,117,FdwuU-14771
3074,gift,364,
3075,cash,333,
3076,mix,160,oKtSC-40653
3077,cash,478,
3078,mix,175,RDbPf-59791
3079,card,472,
3080,cash,340,hFAmX-59539
3081,mix,349,
3082,gift,473,
3083,mix,472,cGfwH-22129
3084,mix,189,
3085,mix,56,wakRX-35448
3086,card,317,
3087,gift,197,vgtSh-29571
3088,card,82,nbJfl-40722
3089,gift,451,
3090,card,69,Cmvyw-53817
3091,mix,108,ODVuL-50993
3092,mix,265,
3093,mix,207,qdYDC-56036
3094,card,232,yErME-96248
3095,gift,276,
3096,card,92,SBMDm-30112
3097,mix,457,ZNFJN-63002
3098,gift,189,WGvIE-09081
3099,card,293,
3100,cash,348,
3101,cash,291,
3102,mix,330,hnuui-50812
3103,mix,19,
3104,mix,105,CxbIm-98204
3105,card,113,
3106,cash,404,
3107,mix,305,
3108,card,195,
3109,gift,482,
3110,gift,217,HEzMu-59043
3111,gift,471,
3112,card,393,mcxxg-58591
3113,cash,311,
3114,mix,182,
3115,card,185,
3116,card,101,Cjbjh-11472
3117,gift,162,HPxjY-22840
3118,card,11,
3119,card,68,
3120,gift,40,ZvWoW-40854
3121,mix,220,BcaWS-27060
3122,card,73,MGUAT-65580
3123,cash,92,MRtRH-36060
3124,mix,62,Nhxim-91592
3125,cash,130,
3126,cash,251,
3127,gift,39,mcAzu-50522
3128,cash,395,
3129,card,170,FpMTg-72702
3130,mix,134,qOMpy-77497
3131,cash,103,
3132,gift,151,
3133,gift,30,
3134,mix,174,hTCjx-45844
3135,mix,70,
3136,mix,122,leTwI-63845
3137,cash,390,
3138,cash,106,pjeiq-03728
3139,cash,18,
3140,cash,452,ZQQGl-93419
3141,mix,76,
3142,card,334,ScTPa-61764
3143,gift,20,
3144,cash,282,ZglIn-49586
3145,gift,216,ymFgK-32653
3146,cash,55,
3147,gift,428,VMQWR-79057
3148,card,48,
3149,gift,401,PDKZL-60589
3150,mix,6,
3151,cash,72,
3152,gift,497,
3153,card,408,XAVUF-60291
3154,cash,215,GBCvR-72539
3155,card,347,
3156,card,150,
3157,card,384,
3158,cash,435,
3159,cash,220,
3160,cash,157,
3161,gift,157,fbarM-91376
3162,mix,351,ANLPL-41421
3163,cash,81,
3164,cash,369,sevjh-60167
3165,gift,5,VUOjK-20481
3166,cash,57,
3167,cash,67,oUaoJ-18370
3168,mix,253,ECOcF-31437
3169,gift,321,OvjzQ-56107
3170,gift,14,Fnrom-72489
3171,card,500,wsWeJ-36028
3172,card,372,
3173,cash,444,
3174,cash,15,exvbA-83691
3175,mix,61,HyzQU-39743
3176,card,24,WgSqZ-35256
3177,gift,175,
3178,cash,28,
3179,gift,226,
3180,gift,377,zXSLT-44302
3181,mix,32,OyCCY-63303
3182,gift,354,
3183,gift,25,rtrgI-25848
3184,gift,298,
3185,card,229,uwmQa-45409
3186,gift,169,FyHdk-67967
3187,card,320,kGbhm-43056
3188,card,335,
3189,cash,328,
3190,mix,35,
3191,mix,308,
3192,mix,103,
3193,cash,483,
3194,gift,385,KXWJD-92469
3195,mix,114,
3196,cash,7,
3197,gift,29,
3198,gift,210,hbUlD-31645
3199,cash,499,tiIvy-67954
3200,mix,273,
3201,mix,10,
3202,mix,256,
3203,mix,200,WKhla-90010
3204,card,79,
3205,gift,384,
3206,gift,293,
3207,gift,388,
3208,gift,372,
3209,cash,82,WARlk-80870
3210,mix,9,
3211,gift,62,
3212,mix,208,
3213,card,453,
3214,cash,234,kVXyZ-66557
3215,cash,458,
3216,card,170,
3217,cash,179,myBzR-45967
3218,gift,213,EhtRd-59033
3219,gift,442,
3220,cash,66,
3221,gift,345,
3222,mix,160,
3223,gift,55,DYZXd-34034
3224,mix,149,
3225,mix,60,
3226,cash,260,Faxzu-51904
3227,cash,320,
3228,card,230,JKMkf-86018
3229,cash,359,
3230,cash,175,
3231,card,493,
3232,card,489,
3233,card,359,
3234,cash,96,
3235,card,138,QhOGq-79227
3236,cash,313,
3237,gift,188,iwJEw-60424
3238,mix,366,GRosI-68570
3239,card,307,sCqCv-26273
3240,mix,171,hibCg-99490
3241,mix,314,
3242,cash,153,
3243,card,125,kBVqn-55899
3244,gift,310,
3245,gift,29,
3246,gift,33,
3247,cash,101,YrCJb-62430
3248,gift,426,
3249,cash,396,ZFhwx-42000
3250,gift,383,keaNh-44228
3251,cash,262,bPkzm-97554
3252,gift,169,tprpx-17906
3253,cash,263,
3254,gift,495,
3255,card,400,
3256,gift,92,DRPJE-61090
3257,card,343,WUQZO-04425
3258,gift,111,IjRIg-88867
3259,gift,301,
3260,cash,43,SPQut-56390
3261,gift,109,kXfCV-71648
3262,card,487,
3263,card,390,
3264,cash,14,dZKJb-05080
3265,gift,210,
3266,gift,321,
3267,gift,277,zuTZz-67313
3268,cash,184,dJIth-09233
3269,mix,341,
3270,card,364,
3271,cash,441,
3272,gift,439,yZWLE-03196
3273,mix,221,
3274,cash,218,IhKxt-70369
3275,gift,239,
3276,cash,290,
3277,card,29,rWVCP-59056
3278,gift,330,
3279,mix,459,QujIp-47844
3280,mix,175,
3281,cash,215,HOunB-17057
3282,gift,345,
3283,cash,126,GNBXr-99664
3284,cash,393,
3285,gift,253,
3286,card,226,qnTki-02981
3287,card,479,jAiUv-94513
3288,cash,402,gtxNw-30344
3289,gift,431,LHNHI-07485
3290,gift,433,
3291,gift,85,WmdvO-42430
3292,mix,303,xRxYU-81585
3293,mix,188,RANki-79462
3294,cash,229,tFzzM-82981
3295,mix,81,LggeQ-79836
3296,card,474,
3297,mix,303,TMyxq-32867
3298,mix,317,
3299,gift,173,hEBVS-69393
3300,gift,63,AdRov-55372
3301,cash,366,
3302,card,147,
3303,cash,390,UULQd-92992
3304,mix,150,
3305,card,378,
3306,mix,300,pFtfY-25041
3307,mix,247,jUxXg-03218
3308,cash,318,vnEVE-86486
3309,card,242,
3310,mix,329,
3311,gift,230,xgILk-58985
3312,gift,178,KJprI-78323
3313,mix,267,lfbzv-43631
3314,card,267,IhvHa-40367
3315,mix,333,snkad-74826
3316,mix,364,NMCcJ-55894
3317,card,257,MWraE-12951
3318,mix,279,
3319,mix,110,
3320,gift,85,
3321,card,74,ntZRe-74386
3322,gift,331,RCShx-94888
3323,cash,232,
3324,card,490,
3325,gift,374,UyvuE-69974
3326,cash,75,
3327,cash,422,ZCSrX-81073
3328,mix,85,
3329,card,425,
3330,gift,438,JFVUv-61405
3331,mix,70,TYjtb-38477
3332,cash,179,
3333,gift,484,hJkdl-43440
3334,cash,425,nCwQA-38678
3335,card,417,ZUqNU-37348
3336,cash,14,cRumV-62465
3337,cash,178,
3338,cash,409,
3339,card,384,
3340,cash,145,
3341,mix,204,
3342,mix,187,
3343,gift,470,luHrv-20691
3344,mix,155,
3345,mix,141,XOkuP-13800
3346,card,267,
3347,cash,56,
3348,gift,243,
3349,gift,409,LKpPb-39067
3350,cash,125,
3351,card,100,
3352,card,345,
3353,gift,312,
3354,card,470,BVFgl-36239
3355,card,431,urKRC-36140
3356,card,203,lbLJh-19191
3357,mix,104,
3358,mix,110,
3359,mix,32,
3360,mix,248,
3361,card,152,
3362,cash,443,
3363,gift,417,
3364,gift,480,pIKFD-19348
3365,card,416,aYzbL-38095
3366,cash,456,
3367,cash,23,mnhUz-50444
3368,cash,105,
3369,card,226,
3370,mix,319,vDIDq-83606
3371,mix,494,QWLVh-84264
3372,mix,259,
3373,mix,69,
3374,mix,334,
3375,cash,294,KwfZR-07473
3376,card,329,
3377,gift,17,Wyocj-38018
3378,mix,225,
3379,cash,453,IVtTn-44837
3380,cash,452,aFDqQ-32224
3381,mix,183,
3382,gift,67,TUuen-73293
3383,card,82,
3384,mix,363,
3385,mix,293,
3386,cash,499,qQYzv-57545
3387,mix,228,
3388,cash,25,
3389,mix,393,SpiPZ-12089
3390,gift,382,hhWTm-97627
3391,gift,136,
3392,mix,72,AEzfC-52598
3393,cash,283,DBtuG-84611
3394,mix,411,
3395,card,145,kwmaS-89131
3396,gift,267,rOrhK-05456
3397,gift,217,
3398,card,218,MVckY-30918
3399,gift,263,
3400,gift,143,OiQry-30234
3401,card,93,mHeKm-65180
3402,cash,313,HuuNL-19534
3403,card,11,
3404,gift,471,
3405,card,213,oPcpQ-73221
3406,card,249,
3407,cash,68,ZtOfw-00384
3408,card,304,
3409,card,58,
3410,cash,325,JzXxO-94790
3411,gift,461,HBaZT-82937
3412,cash,139,jMTgW-26360
3413,gift,458,NzXln-51757
3414,cash,11,
3415,cash,360,
3416,cash,416,
3417,card,406,
3418,mix,233,
3419,card,425,irjXY-15132
3420,cash,349,yueNa-20418
3421,gift,282,
3422,cash,193,
3423,gift,417,
3424,cash,86,dCFuq-27129
3425,gift,214,
3426,mix,349,
3427,gift,333,
3428,card,78,
3429,cash,480,
3430,cash,225,
3431,gift,348,mOcwd-46194
3432,gift,369,
3433,card,354,VgnIj-71503
3434,card,364,
3435,cash,254,YFTYQ-80925
3436,gift,323,
3437,mix,207,
3438,mix,367,WeMlo-43379
3439,gift,464,
3440,gift,327,
3441,cash,407,VSZxw-20367
3442,card,499,lKAZN-12323
3443,mix,94,SbzBb-87451
3444,gift,451,
3445,cash,211,
3446,mix,98,ixRkt-19382
3447,cash,249,
3448,card,73,epxoB-82829
3449,cash,33,
3450,mix,12,
3451,mix,52,
3452,mix,149,rXOgo-37946
3453,mix,462,keYLK-21900
3454,gift,237,fKzit-63041
3455,gift,311,cElDT-89369
3456,mix,31,
3457,card,418,ZHAzW-04462
3458,cash,113,Vehbk-75735
3459,mix,351,
3460,gift,81,
3461,mix,122,
3462,mix,269,
3463,cash,48,ymjQP-03789
3464,gift,417,
3465,mix,477,ZatFe-77924
3466,cash,358,
3467,card,251,
3468,mix,397,
3469,gift,200,ueSsE-66559
3470,mix,383,xeGYw-76381
3471,card,47,
3472,mix,360,
3473,cash,41,
3474,mix,27,jAxxS-89280
3475,mix,197,
3476,cash,117,mEVip-58622
3477,gift,332,MFuHw-42415
3478,cash,103,
3479,cash,333,puCnP-57447
3480,card,352,
3481,gift,475,
3482,cash,282,KzdFY-25683
3483,card,88,
3484,gift,365,
3485,card,498,
3486,card,211,
3487,gift,180,
3488,gift,389,
3489,gift,315,
3490,card,32,qvnVG-01559
3491,gift,498,
3492,mix,304,
3493,gift,210,
3494,cash,77,IXzJQ-05771
3495,cash,242,
3496,cash,120,
3497,mix,217,
3498,cash,138,CxXqZ-68912
3499,cash,369,bklij-79976
3500,card,72,ngMyw-23361
3501,gift,494,
3502,gift,373,SvBDE-54638
3503,cash,366,VbDeS-95451
3504,gift,283,
3505,card,390,
3506,mix,226,
3507,card,83,osylh-80558
3508,mix,121,
3509,gift,293,DxbzB-93413
3510,card,224,Efjnb-99388
3511,gift,365,vWLyZ-30435
3512,gift,292,OTlqS-35603
3513,card,61,
3514,gift,343,KVDhO-17631
3515,card,410,
3516,card,89,
3517,cash,210,
3518,card,236,
3519,mix,340,
3520,cash,228,
3521,cash,487,wbaZM-22321
3522,card,265,VEmTQ-71084
3523,card,246,DXaPl-17175
3524,card,291,fFkWl-54683
3525,gift,40,EVgNM-85749
3526,cash,153,
3527,cash,468,
3528,mix,312,OnZqi-92291
3529,mix,87,
3530,cash,305,lKeEl-61921
3531,card,55,ZaIiM-47073
3532,mix,290,jZPmM-48770
3533,card,469,
3534,card,362,LlLzf-83560
3535,mix,467,
3536,gift,484,DQCkr-63607
3537,mix,85,DBgMt-83839
3538,mix,431,ReFSd-96967
3539,mix,176,
3540,gift,251,XIDsa-07136
3541,gift,189,
3542,cash,148,
3543,cash,470,lZHVF-61820
3544,cash,201,ySEgE-09497
3545,mix,432,QerHN-67019
3546,cash,489,UxWXY-26074
3547,card,31,
3548,gift,158,tRUlY-10676
3549,card,216,
3550,gift,412,
3551,gift,318,
3552,cash,122,chOAn-29492
3553,cash,378,
3554,card,141,EmjXp-22876
3555,cash,93,
3556,card,328,
3557,gift,254,cFAPN-77340
3558,mix,199,zrQpy-96514
3559,card,235,oDfra-22082
3560,mix,298,iPCxc-12514
3561,card,332,
3562,mix,78,
3563,gift,477,QyDpR-20566
3564,gift,366,
3565,card,326,
3566,mix,283,
3567,cash,256,WBeiA-92335
3568,gift,26,MCmpq-69393
3569,cash,417,
3570,mix,195,
3571,mix,278,
3572,cash,452,
3573,mix,77,QwAJi-51680
3574,gift,296,
3575,card,203,oxJSV-83732
3576,gift,411,
3577,cash,335,
3578,mix,415,
3579,gift,493,FXpZI-71961
3580,card,106,
3581,cash,379,DKxjQ-51024
3582,cash,276,
3583,mix,326,vDNJi-32588
3584,card,102,fUYzM-98067
3585,cash,305,
3586,mix,38,
3587,cash,170,
3588,cash,160,xFHnF-96364
3589,cash,167,SlgbZ-69749
3590,mix,286,jkMMD-94236
3591,cash,29,
3592,card,440,mALoO-67817
3593,cash,493,
3594,mix,127,
3595,cash,44,bBblm-77667
3596,gift,295,vLkRX-76106
3597,card,239,EmWQC-85286
3598,gift,145,
3599,mix,129,bvKVy-16005
3600,mix,390,jbkhw-26945
3601,card,428,
3602,cash,53,nJkAY-04602
3603,gift,44,TpUNg-11885
3604,mix,453,
3605,card,233,qxYkv-85411
3606,mix,273,
3607,cash,402,
3608,mix,194,QAgAc-74530
3609,card,421,nrUqu-84331
3610,gift,126,
3611,gift,46,
3612,cash,279,iGwTC-19580
3613,card,300,
3614,gift,324,
3615,card,411,
3616,cash,34,YVIPO-94014
3617,mix,164,
3618,gift,111,PBgye-56837
3619,gift,297,sUkOC-88096
3620,cash,497,
3621,gift,57,
3622,mix,350,
3623,card,407,
3624,cash,83,
3625,cash,269,
3626,card,55,zyvKw-18725
3627,cash,440,SfoHU-14355
3628,mix,400,booIM-33813
3629,mix,427,
3630,card,398,xqUDS-68927
3631,card,312,ZHCyw-84709
3632,mix,487,VtUFO-31697
3633,gift,194,
3634,gift,403,ExdWh-46655
3635,gift,271,
3636,card,356,rNPyr-15015
3637,cash,337,
3638,cash,455,mbFFM-02982
3639,cash,432,uweRR-48714
3640,mix,204,AbYcH-17358
3641,cash,486,
3642,cash,295,KpYpm-36721
3643,cash,255,WpcPe-73478
3644,cash,379,ajJfd-70731
3645,gift,62,
3646,gift,380,
3647,mix,262,jtXFR-12465
3648,card,144,UvCRm-53647
3649,card,473,
3650,cash,6,sTOmW-02401
3651,cash,205,
3652,card,48,
3653,gift,41,QGmQG-84219
3654,mix,14,
3655,gift,172,rgPEK-54441
3656,gift,52,XdNbz-00933
3657,cash,296,NsdGR-90907
3658,cash,463,
3659,card,436,shzyW-64519
3660,cash,53,
3661,cash,187,
3662,cash,287,
3663,card,489,VCNeK-15719
3664,cash,363,
3665,cash,293,
3666,cash,228,
3667,cash,456,
3668,card,357,
3669,card,44,
3670,mix,118,
3671,gift,204,BRfzY-58457
3672,card,268,
3673,gift,288,Twyid-48876
3674,card,426,
3675,mix,416,IkoYd-57734
3676,card,258,
3677,mix,6,
3678,card,246,
3679,cash,193,
3680,gift,34,
3681,card,40,wGNej-86407
3682,mix,441,
3683,cash,429,
3684,mix,447,
3685,gift,129,
3686,cash,394,qMIDr-64709
3687,mix,283,
3688,cash,323,RzXfS-13577
3689,gift,122,wQBDP-26318
3690,mix,321,rOXrK-83698
3691,card,209,EsJQR-73469
3692,mix,459,ycxCl-95332
3693,cash,36,
3694,cash,469,QGACY-03696
3695,gift,400,Wrdrx-32688
3696,gift,411,DezJU-27202
3697,gift,205,TIoAa-03074
3698,cash,27,KLqDs-65171
3699,cash,96,
3700,mix,135,
3701,cash,158,
3702,mix,52,cUSWF-01182
3703,card,318,
3704,card,228,
3705,gift,142,Aqnbt-17417
3706,gift,249,
3707,card,498,ncJLq-39572
3708,mix,9,YGcad-74577
3709,cash,383,kXPtD-96723
3710,gift,30,YoEeE-52813
3711,cash,362,
