vehicle_id,licence_plate_num,manufacturer,model,manifacture_year,car_policy_num,car_type,fuel,seats_num,kids_seats_num,wheelchair_seat
1883,IC1 1116,Chang-Myers,area,1993,NZTF87736070777575,high,diesel,5,2,False
1884,9844 GE,Murphy PLC,manager,2019,JYJE46649744791133,normal,electric,3,0,False
1885,OQI5895,Hammond Group,and,2016,RTDH16645299870929,normal,electric,2,2,True
1886,529-815,Salas PLC,hospital,2015,LAJO99366076321168,high,hybrid,5,2,True
1887,7YJ 392,"Allen, Stanley and Mcguire",step,2003,XSLC15088569286116,normal,diesel,3,2,True
1888,43NE9,Hernandez Ltd,as,1990,NJSI61551875687355,normal,diesel,6,2,False
1889,D23 3KT,Wong LLC,with,2005,WGEY88457781090189,normal,electric,4,0,True
1890,P52 8SS,Fletcher Group,meeting,2008,JAPW49437114187761,normal,hybrid,6,0,False
1891,8ZAS 91,"Huffman, Taylor and Garcia",be,2018,PGWT00844500466109,high,hybrid,3,2,True
1892,SOF 860,Walton Inc,hand,1992,ZPWP77420543889534,high,diesel,8,0,False
1893,9W BF233,Steele-Hernandez,expect,1992,HLKC21476926392519,normal,electric,2,1,False
1894,8F NM730,Patterson-Benjamin,wrong,2021,OOLK81406556491011,normal,diesel,4,0,True
1895,HLH 775,Williams and Sons,both,1990,RMHG16729727879438,high,diesel,2,2,True
1896,953-ELR,Gross-Buckley,return,2007,SZRI78120127920314,high,electric,3,0,True
1897,MVC 007,Wright Ltd,arm,2018,BCMZ58430230179847,normal,electric,5,0,True
1898,1HU 454,"Hernandez, Mason and Shaw",increase,1995,HUFK26071945043890,high,hybrid,5,2,False
1899,913-IFT,"Donaldson, Jackson and Taylor",level,2017,UCHL36025594198232,high,hybrid,4,2,True
1900,SWQ-4255,"Brown, Wilson and Lewis",sound,2000,AUST04142568407203,high,diesel,5,1,False
1901,OM 33394,Jones-Spencer,should,2004,DADW89553052910541,high,hybrid,6,1,False
1902,2UKP 85,"Smith, York and Neal",when,1990,LWGF49252354618566,normal,diesel,3,0,True
1903,CAM-651,"Newman, Harrison and Willis",religious,2013,NKPE53843596583455,high,hybrid,5,2,True
1904,164C0,"Jones, Gonzalez and Johns",leave,1999,PKEK47076592476221,high,electric,7,1,False
1905,1-O5522,"Peters, Burns and Doyle",clearly,2003,KLGU09644939381481,high,hybrid,5,0,False
1906,5915,Williams PLC,together,2003,DPPG09681460006195,high,diesel,5,0,True
1907,311 AXM,Meyer-Davis,page,1995,SUDA86251099048330,high,diesel,5,1,True
1908,6ZM A09,"Lewis, Hunt and Schmitt",plant,1999,LZFW79123983920276,normal,hybrid,3,2,True
1909,7V 74414,Jenkins-Miller,clearly,1999,VTIN10226047601810,normal,electric,2,1,True
1910,0X045,"Ellis, Woods and Medina",machine,2021,MAFO94744657390796,high,electric,5,2,False
1911,156-463,Jacobs-Salazar,citizen,2022,LLTQ84466763998975,high,hybrid,7,0,True
1912,117F,"Barr, Lowery and Key",federal,1995,EXBS55007380299008,high,hybrid,4,2,False
1913,LND 666,Newman-Taylor,base,2001,QKSY28965768517777,high,hybrid,6,2,False
1914,207 LBF,"Galloway, Gordon and Sanders",record,1997,YPOA69504103893505,high,electric,6,1,False
1915,ZN 7600,"Hale, Bauer and Allen",difficult,2000,DJPS79597188713049,high,diesel,5,0,False
1916,8C921,Myers-Meyer,never,2009,GCYV98441353180633,high,hybrid,2,1,False
1917,782-TPB,Mendoza-Hall,candidate,2006,FQII53106308291883,high,hybrid,8,2,True
1918,7X 94459,Woodard LLC,manage,1996,DRLP84539948330223,high,hybrid,6,0,True
1919,7T M0943,Flynn Group,who,2022,DUDG50213575268544,high,diesel,3,0,True
1920,VG 6813,Black-Elliott,against,2006,CKPQ70471861675471,high,hybrid,6,0,False
1921,VFG 759,Mcconnell-Beard,lay,1991,CGGP10834366783409,normal,electric,4,1,True
1922,9WG7659,"Smith, Crawford and King",win,2003,EZDV45880872955539,high,diesel,2,1,True
1923,ZNN 109,Sanders Ltd,language,2001,JBGQ40757192128964,high,hybrid,2,1,False
1924,T19 8LR,Martin Inc,the,2003,DJPB83046619310791,high,diesel,8,1,True
1925,MLG 392,Rodgers-Thompson,appear,1990,XZGS41653037286152,normal,hybrid,6,2,False
1926,SWI-912,"Garcia, Rodriguez and Carroll",point,1995,VDGX89531871872143,normal,hybrid,5,0,True
1927,NET1324,Watson-Kirby,rich,2020,HDGH59657128049221,high,hybrid,6,2,False
1928,759-JUQ,Johnson-Webb,onto,2020,NBTA14146737964029,high,diesel,8,1,True
1929,BTQ5999,Montes-Williams,able,2023,WUAJ99419580738847,high,hybrid,3,2,False
1930,1Q 65416,Ramirez Inc,yes,2004,PQQP57238348565517,normal,diesel,2,2,True
1931,41-5004A,Price-Jones,project,2006,OYFD51174783590225,high,electric,7,0,False
1932,007 MTR,Perkins-Duncan,stay,2002,WJZD38158709154859,high,diesel,6,1,False
1933,9ZI 144,Barnes Group,get,2009,MFRT53783920204421,normal,diesel,3,2,True
1934,109H,Landry PLC,anyone,1994,FUNH30506247766855,normal,diesel,2,1,False
1935,3V 20814,Caldwell-Hernandez,plant,2016,ZEAP60327167798007,high,hybrid,4,1,False
1936,9HO21,"Burke, Shaffer and Campbell",yeah,2009,VCPQ84401625000584,normal,electric,6,2,True
1937,726 VSR,Carter PLC,physical,2005,CAYA56890123024779,normal,diesel,8,1,True
1938,LGO 319,"Smith, Reid and Thompson",positive,2006,QVMA14814424554224,high,hybrid,3,1,True
1939,KXE 147,"Page, Johnson and Wells",turn,2011,VVOE24328440430778,high,electric,4,2,False
1940,YAF-720,"Smith, Brooks and Fox",system,2009,WXYW23057349903536,normal,electric,2,0,True
1941,4A 5V0NYK,Turner PLC,country,2014,PUZE76688652697477,high,hybrid,4,1,False
1942,857 4XP,"Arellano, James and Mendez",interesting,2015,ANFV99934378215389,high,hybrid,6,2,True
1943,6IGC230,"Wong, Bennett and Harrison",seat,2004,NDYK57448102188239,high,diesel,8,1,False
1944,HBX-4072,Parrish-Gomez,herself,1994,FCZR98664183626087,high,diesel,6,2,True
1945,149H,"Ochoa, Benton and Osborn",thought,2007,MDCA71811045949527,high,diesel,5,1,False
1946,5-E2501,Nichols-Peterson,indicate,2016,SQBQ39816316398041,high,electric,5,0,True
1947,BWT-952,Harmon PLC,edge,2012,XQCV10130630401073,normal,hybrid,4,2,False
1948,AGK 776,Campbell LLC,together,2008,LTCS14846278352971,high,electric,2,0,False
1949,WJH-6437,Martin-Miller,over,2016,LUJS63056484317864,normal,hybrid,4,1,False
1950,30-OX48,"Owens, Brewer and Elliott",team,1995,OBIR87484330182318,high,electric,2,0,False
1951,1-Q2751,"Fuller, Johnson and Larson",expect,2020,SEYL97232903069207,high,diesel,2,0,False
1952,BZE 386,Young-Woods,someone,1991,VQIB95665769247563,normal,electric,5,1,False
1953,DOC 160,Baldwin Group,new,2008,QKXE35540092941451,high,electric,7,1,True
1954,RFF 190,Hall LLC,dog,2000,IOKY45976367267560,high,electric,3,0,False
1955,GYX-869,Cox PLC,their,2020,KNTN50007181588546,high,electric,2,2,True
1956,1N 47707,Brown Ltd,common,1996,DGTS08730617840820,normal,electric,5,2,True
1957,8KX9415,Liu-Mercer,stock,2007,BKYA92759767517602,high,diesel,3,1,True
1958,04D•107,Pollard LLC,among,2015,IEGW11616012228245,high,hybrid,7,0,True
1959,54C Q93,Dennis-Marsh,table,2020,PNQZ16396546111887,normal,diesel,6,0,True
1960,234 8GS,Myers and Sons,see,2019,GZST93125236884041,normal,hybrid,8,2,True
1961,792 6727,Reyes Ltd,statement,2013,BPTC88764196598600,high,diesel,7,2,True
1962,1-8508Z,Rhodes LLC,per,2003,JUSM20871386801893,normal,diesel,5,1,False
1963,9V 0327Z,Murray-Lewis,than,2010,MCOB78901548984560,normal,diesel,7,1,True
1964,0-33613T,"Alvarez, Williams and Smith",song,2018,HSIG46364484876373,high,hybrid,5,1,False
1965,VGR 228,"Gonzalez, Fuller and Caldwell",life,1992,FIUE88295266738493,high,electric,6,1,True
1966,890 WTZ,"Cobb, Mcdonald and Ramirez",area,2022,AGLD09408000872166,high,electric,5,1,False
1967,S43 5RM,Lucero LLC,car,2006,WAZM55140582197763,normal,hybrid,5,2,False
1968,8Z Y2751,Obrien-Moreno,modern,2022,BLSP11700996631088,high,electric,3,0,False
1969,23T 6113,"Warner, Miller and Reyes",evidence,2001,CQRY93884223957133,high,electric,6,1,True
1970,139 WK7,Burnett Group,guess,2007,JBNB22507532216124,normal,hybrid,2,2,False
1971,EYK7370,Alexander-Luna,three,2018,OEZB64169480218806,high,electric,6,0,True
1972,WTD-0262,Medina Ltd,almost,2003,IEDV43300326906149,normal,electric,4,0,True
1973,ZSA 023,"Williams, Collins and Nelson",collection,2012,HKVC23426545324832,high,hybrid,5,2,True
1974,JYK3863,Kim PLC,keep,2013,BAVQ85706614319909,normal,electric,2,0,True
1975,EOU0820,"Larson, Wilson and Flores",school,2000,YKYG08485600664999,normal,electric,7,0,True
1976,XAO 268,Simmons-Rubio,consumer,1997,YCUH77343718019144,normal,electric,2,0,True
1977,HVE 043,Garcia PLC,purpose,1992,HEJC19691737185063,normal,electric,5,1,False
1978,JGZ3833,Robinson Inc,newspaper,1990,LYSM73603041776665,high,hybrid,2,1,True
1979,FLT 113,Edwards PLC,cover,2003,NUZA09056907275052,normal,electric,5,0,True
1980,664-DOB,Fields-Robertson,on,2018,ZZKZ00891848951547,high,hybrid,4,0,True
1981,ZOR 234,Davis Group,assume,2005,LEFE11964171089203,normal,hybrid,7,0,False
1982,386-QUG,Woodward Inc,sell,1994,XEDQ20663633134013,high,diesel,7,2,True
1983,90OL558,"Marquez, Marquez and Johnson",building,2020,KOLY43097380081112,high,electric,2,1,True
1984,7ON 003,Harrison-Burns,four,2003,VHXD24961858186562,high,hybrid,7,0,True
1985,NS 3851,"Bryan, Lang and Gordon",still,2017,OZYG74406663598432,normal,electric,3,0,True
1986,30-V338,Avery-Marquez,strong,1991,UYGP08001104293974,high,hybrid,5,1,True
1987,2U KJ766,Holland Group,stop,2021,OGWA32520528547476,normal,electric,2,1,True
1988,4AB6490,"Lambert, Harris and Dennis",tell,2013,QTRQ29131462648864,normal,diesel,8,0,True
1989,5Q B0551,Valencia LLC,management,2012,RMMY84668108393795,normal,electric,4,2,True
1990,396 REQ,Holt Group,risk,1995,SBEN29661035225441,normal,hybrid,3,2,True
1991,MVM 711,Larson Ltd,result,2018,HWAQ31650888171164,normal,diesel,7,1,False
1992,3UM 494,"Romero, Gonzalez and Kelley",although,2003,EKOK60293612189087,normal,electric,3,0,True
1993,2-9717T,Jackson-Frye,another,1996,XOCH12702860334713,high,hybrid,3,0,False
1994,544 PIG,"Mayo, Thomas and Atkinson",quickly,1992,QRKS27297955067461,normal,electric,2,2,True
1995,HXZ-8980,Rangel Inc,develop,2008,WRPI36104453233553,normal,diesel,7,1,True
1996,LLM 225,"Smith, Bruce and Rice",each,1992,EGCN55348249368619,high,hybrid,2,2,True
1997,LEZ 027,Greer-Murray,newspaper,2012,CXDN01717617315221,normal,diesel,3,0,True
1998,66-1761Y,"Oliver, Strong and Taylor",late,2022,PYJM30816141613375,high,electric,2,2,True
1999,9-U9593,Carroll-Griffin,capital,2001,ARTH04950247022350,high,hybrid,4,1,True
2000,CJH 757,Anderson Ltd,provide,2010,YUXL93561421470668,normal,diesel,8,2,False
2001,FKF 887,Wilson-Short,entire,2016,JELV21107273469947,high,hybrid,4,2,True
2002,690 KFK,Thomas Inc,speak,2015,AEFQ52577066248138,high,electric,4,0,True
2003,387 4165,"Reid, Ruiz and Tucker",probably,2022,UDUG36711153395343,high,diesel,8,0,False
2004,39A D76,Vang LLC,American,2021,YNGZ52512915153380,normal,hybrid,6,0,True
2005,41V•745,"Villa, Delgado and Garcia",against,2022,MPCH53442184870636,normal,electric,4,2,True
2006,R 892687,"Long, Buchanan and Santiago",store,1990,IOHS23686898416133,high,diesel,4,0,True
2007,J06-28W,Haney Inc,less,2006,ERMC41067392894589,high,hybrid,7,2,True
2008,SR1 2168,"Jones, Gaines and Pennington",ahead,2013,KAMM39467069438108,high,diesel,3,0,True
2009,KCF 282,Davis Group,authority,1998,UPTP36808805822403,normal,diesel,7,1,False
2010,26Q Q56,Powell Ltd,suddenly,2014,OMZQ77459255204769,high,diesel,5,0,False
2011,620 UDM,Evans-Todd,range,1994,ISCG12368189074823,normal,hybrid,3,2,False
2012,9G 7D8QCX,"Bradley, Fuller and Combs",focus,1995,YFWS57117432200185,high,diesel,6,2,True
2013,EVY-7130,"Madden, Holmes and Dickerson",computer,2011,YMJU46480581787497,high,electric,4,0,True
2014,798 QGD,Campbell and Sons,generation,2016,AUPB29260065121853,normal,electric,7,0,True
2015,GKC 1095,"Alexander, Bowers and Evans",image,1999,YKON71348429834393,normal,diesel,6,2,False
2016,OKC1671,Serrano PLC,environment,1999,SMDJ26148035272463,normal,diesel,4,2,True
2017,VJK-7365,Collins PLC,win,2010,KKFR90003740856703,high,diesel,6,2,True
2018,878O9,"Burton, White and Hernandez",want,2008,GDZT75806711464525,high,hybrid,3,0,True
2019,7H 79587,"Conner, Wall and Baxter",dark,1996,OVUO39371690185161,normal,hybrid,5,1,False
2020,JLV-745,"Turner, Moreno and Vaughn",position,2008,DZNE76777498189563,high,hybrid,7,2,True
2021,556D,Jones Inc,which,2001,RNEX92880295117612,normal,hybrid,3,0,False
2022,667IPJ,Welch Inc,memory,2021,DBQX20275126822951,normal,diesel,3,1,False
2023,SGZ-0772,Lewis-Marsh,event,2015,OTRT25030276603832,high,diesel,7,2,True
2024,KAH 468,Aguirre-Hamilton,reveal,2023,SKVU71929116734839,high,diesel,2,0,False
2025,C 337194,"Collins, Price and Smith",suddenly,2021,ZWDV70826288081841,high,electric,5,1,False
2026,ZGN 990,"Burns, Gilbert and Mckenzie",share,1995,WTBM51627440246905,normal,diesel,2,1,True
2027,043-TOX,"Mann, Allen and Bennett",authority,1998,ILVL69439957827631,normal,electric,3,1,False
2028,115 2AQ,Sanchez-Harris,after,1992,QCDI67333628358716,normal,diesel,7,2,False
2029,20PY598,"Bryant, Young and Johnson",popular,2013,XGYZ35882880489688,normal,hybrid,6,1,False
2030,0D 40777,Henderson-Day,everyone,2005,QBWW11350248991199,normal,electric,6,2,False
2031,1CJC 28,Crawford LLC,effort,1999,TBFP59605019364435,high,hybrid,6,0,True
2032,744639,"Lambert, Ross and Russell",or,1991,VNND36019892239860,normal,electric,7,0,True
2033,KDZ 728,"Zuniga, Stephens and Palmer",together,1993,SLKJ75062873914709,high,diesel,5,0,False
2034,54M•985,Walsh-Wolfe,deal,1991,EARU43018451517281,normal,electric,3,2,True
2035,923 PTY,Evans-Wall,environment,2011,KPBG28552464457255,high,diesel,7,2,True
2036,TME-464,Vasquez-Burch,future,1998,OECV44682671568321,normal,hybrid,2,2,False
2037,GUK-1526,Bishop-Nelson,knowledge,1991,YVUG09876762597448,normal,hybrid,5,1,False
2038,GIJ-795,Flores-Lowery,letter,2022,RBEI45580363796831,high,electric,3,0,False
2039,926 8RB,"Williams, Holland and Ortiz",wall,2021,SZJB40993573153912,high,diesel,6,2,False
2040,94N TD2,Brady Inc,college,2010,ATWJ13669558550567,normal,hybrid,4,1,False
2041,190E7,Moore-Murphy,rule,1991,BOGL65445561944651,normal,diesel,6,0,True
2042,270LMP,Scott and Sons,season,2019,FYUC24338361618541,high,hybrid,7,1,False
2043,XPV 032,"Higgins, Finley and Jarvis",store,2010,YXFF16749992948377,high,hybrid,4,0,True
2044,LIG 021,Harrison-Parker,seven,2013,ABOI48192585839252,normal,electric,5,0,False
2045,354-529,Franklin-Olson,usually,2023,GJIP64482491358443,high,electric,7,2,False
2046,9ZM75,"Martin, Velasquez and Hebert",crime,2005,PZZS80716426167392,high,electric,6,2,False
2047,1ZM C66,"Smith, Stevens and Owens",check,2001,PQUW31748172577760,high,diesel,2,1,True
2048,SG 41286,"Sherman, Johnson and Collier",seven,2002,ZOJI09034221739184,normal,hybrid,5,1,True
2049,1V 4P0QOO,Walton Ltd,likely,2012,JJOC57241948067435,normal,diesel,7,1,True
2050,393VRT,Bailey Ltd,real,2007,LYJH20813719683361,normal,diesel,2,2,True
2051,1UBI 25,"Dickerson, Hooper and Flynn",form,2001,KNZB46047347043817,normal,electric,3,2,False
2052,KYH 242,Dixon-Larson,pay,2005,BXZN11887913924087,high,hybrid,5,0,False
2053,WPR 388,Barry PLC,wrong,2017,VGNY73166250961735,high,electric,4,1,True
2054,6-5993X,"Garcia, Marquez and Carlson",food,2008,MBLV07873972057968,normal,diesel,5,1,False
2055,14R T70,"Ortiz, Russell and Poole",huge,1992,JZTB71688178988329,normal,hybrid,7,1,False
2056,OFI5433,"George, Guzman and Bell",make,2008,JPSY06689225121026,normal,diesel,8,0,False
2057,ZMF 038,Perez-Charles,few,2001,DFMJ45972084427876,high,electric,7,1,True
2058,8O V3341,"Shields, Morgan and Anderson",hot,2004,GLWB92766610087444,high,diesel,5,2,True
2059,C65-49B,"Wolfe, Jones and Schmidt",list,2023,FULD37910614663237,normal,electric,4,2,False
2060,81DF660,Rodriguez Group,administration,1998,LSHG12743398233782,high,hybrid,3,1,True
2061,7-94101R,Rollins LLC,light,1997,FVJU17142939220632,high,hybrid,2,2,True
2062,CLY-317,Miranda Ltd,indeed,1993,YEYZ26758808983328,normal,electric,2,2,True
2063,3-65986,Brown-Stone,single,2004,LABA81815120574784,high,hybrid,3,0,False
2064,6TK 314,Harrington Ltd,decide,2015,FTCA07268013253350,high,electric,8,0,False
2065,65H 8715,"Savage, Harvey and Wright",social,2023,AOOZ44923153802075,high,electric,7,0,True
2066,YPB-463,Hernandez-Pope,truth,1996,WAIO12752717026949,high,hybrid,3,2,True
2067,6MOI701,Hicks-Grant,here,2014,WHGZ61446259739444,normal,hybrid,7,2,False
2068,69H H08,"King, Espinoza and Bright",there,2011,TJYD67755634127548,high,hybrid,2,1,False
2069,22ET2,"Greene, Pace and Rose",move,2001,JUZW33171926940022,high,hybrid,8,1,True
2070,0LU 653,"Patterson, Santiago and Hale",recently,2002,PPFF71598122336603,high,diesel,2,2,False
2071,0204 KL,"Boyer, Moyer and Cannon",first,2012,RQDQ61245476094150,high,hybrid,6,1,False
2072,337-ZEV,Gregory and Sons,born,2008,AAEH64305165587252,normal,hybrid,7,0,True
2073,VJY-517,Ford Inc,investment,2017,UDGD67450774860321,high,electric,8,2,False
2074,563-OZO,"Nelson, Lee and Bowen",both,2023,HMAF15790090270399,normal,electric,6,0,True
2075,K60-NUL,Colon-Powell,phone,2005,EWWO43921384095906,normal,electric,5,1,False
2076,99O 190,"Avila, Morales and Hart",question,2007,VOMC42038902642134,normal,diesel,3,1,True
2077,12-H009,"Blackwell, Bailey and Alexander",federal,1992,SVRW37167456210654,normal,electric,3,1,True
2078,DHD5613,Stewart LLC,seat,2012,LQKV56037945984377,normal,electric,2,2,True
2079,I37-95G,Tanner-Parker,five,1990,PKTK82458947176725,normal,electric,3,2,True
2080,363 1218,"Webster, Montgomery and Montgomery",gas,2015,LQUF74665279522804,normal,electric,7,1,True
2081,543-TSZ,French PLC,next,2000,ZNZC63462467468752,high,electric,6,0,True
2082,KTL 159,Davis-Baker,front,1990,LZZB17451140695662,high,electric,7,2,False
2083,570-SLJ,Watkins Group,notice,2020,QYBR02104867589941,high,hybrid,3,2,False
2084,102213,Goodwin-Lara,suggest,2002,SPSO96195427394546,normal,diesel,2,1,True
2085,5IC83,Carr-Cooper,trial,2023,UJNP52370954398117,high,diesel,3,1,False
2086,197CVB,Garrett PLC,fire,2003,XSZK36760096207400,high,hybrid,8,2,False
2087,1FS 999,Wong Inc,hotel,2000,UCAB67260858200003,high,diesel,5,2,False
2088,701ELS,"Morrow, Smith and Harvey",different,2018,XRME28776631080985,high,electric,6,2,False
2089,218-CHSR,"Cole, Orr and Jackson",candidate,1999,WXCI73271237506897,high,diesel,7,1,True
2090,KWI 637,Mora LLC,program,2017,WQEW59742676365241,normal,hybrid,4,0,False
2091,671-DTT,Acevedo-Schmidt,current,2019,YZIR29218743096768,normal,hybrid,2,1,False
2092,683XSU,Peterson-Johnston,because,2023,TFGT22154957921924,normal,diesel,5,1,False
2093,802-ADO,Lewis-Murray,read,1991,VITV55049865895734,high,diesel,2,1,False
2094,9VF66,Aguilar-Peters,issue,2012,KNDH21540111969690,high,electric,3,0,True
2095,KHN 097,"Hunt, Schultz and Hughes",wonder,2019,TCIL80262752248998,high,diesel,7,1,False
2096,H74 9MZ,Dixon-Lester,hit,2011,HGJI98267475756684,high,hybrid,3,1,False
2097,6CW 033,Martinez Ltd,control,1990,KAVZ10702835858613,normal,hybrid,4,2,False
2098,301 ZTK,Manning Group,really,2018,EJSW92299405839636,normal,electric,4,0,True
2099,4Q 29331,Hughes-Sullivan,hour,1997,PVGQ75006990608178,high,hybrid,2,0,False
2100,491HF,Hall-Saunders,record,2007,LZBC08490425744565,high,hybrid,5,0,False
2101,WL-7779,"Prince, Wagner and Dickson",than,2007,BPWX36191870249744,high,electric,8,2,True
2102,TOT 592,Ryan PLC,while,1998,BTWO74054073694542,normal,hybrid,7,0,False
2103,EQT-119,Williams-Wallace,this,2009,XFSS78222572176276,normal,hybrid,3,0,True
2104,KWT 893,Lamb PLC,doctor,2002,WWWP67930982841285,normal,hybrid,2,1,False
2105,8D MC274,Simon-Ruiz,about,2011,EXRI18522363830693,normal,hybrid,8,2,False
2106,HEQ-2954,"Reeves, Stewart and Gilbert",Mrs,2009,PCTB56701331163886,normal,electric,5,2,False
2107,092VB,"Nguyen, Rodriguez and Farmer",participant,1998,LMYM77220305914109,normal,electric,4,0,True
2108,45E K54,Singh and Sons,dark,2002,BQIJ85387523461306,high,hybrid,6,2,False
2109,ZWF3028,Graham Group,source,1994,AELO99368895322994,high,electric,8,1,True
2110,QWL4227,"Mitchell, Arroyo and Perry",control,2019,TCQO74296347997022,high,electric,7,1,False
2111,WON-967,"Gutierrez, Bass and Carlson",PM,2004,CVZS34621044906846,normal,hybrid,6,2,False
2112,D45-ZKQ,"Woods, Alvarado and Martinez",six,1990,JKMF23078398180498,normal,hybrid,8,2,True
2113,MYC 271,Gutierrez and Sons,reason,2011,HSXT76197073715187,high,diesel,6,0,True
2114,770-UXX,Barnes LLC,toward,2010,PIWF92312867685956,normal,hybrid,8,2,False
2115,600UHO,Strickland-Roman,quality,1992,IZUO42171960080502,high,hybrid,7,2,True
2116,143 XAF,Hernandez PLC,choose,2015,FMWJ62460508226842,high,electric,2,0,True
2117,A54 9LF,"Scott, Phillips and Barron",boy,1996,ZHGS04374929060830,normal,hybrid,8,0,False
2118,LNH 258,"Mullins, Glover and Schultz",wear,1994,AZXS02313115322161,high,diesel,6,1,False
2119,0W545,"Hall, Stephenson and Aguilar",maintain,2012,URJB54059882093660,high,electric,8,2,False
2120,SZE7964,"Scott, Turner and Jarvis",option,1991,FFMR54245712178248,normal,hybrid,4,1,True
2121,1Q189,Davis LLC,budget,2004,OQKY89687534052106,normal,hybrid,8,1,False
2122,45WK0,Atkinson and Sons,maybe,2007,GIPC24336378756312,high,hybrid,3,1,False
2123,025X,"Rodriguez, Rogers and Wilson",air,2020,OPZI55788125163998,normal,diesel,6,1,True
2124,108 AAV,Alvarado-Sullivan,PM,2000,QPUW07179347091947,normal,hybrid,8,0,False
2125,716-JJY,Hernandez Inc,carry,2006,HGUD44918115288946,normal,hybrid,3,0,True
2126,22IC475,Shepherd-Bowen,collection,2011,IWQF37052607613645,high,electric,3,1,True
2127,KGQ 165,Martinez-Davenport,today,1990,GDXY73515206951692,normal,diesel,4,2,False
2128,1-59114,Duncan Group,mind,2003,INJS03304954391474,normal,diesel,8,0,False
2129,158-AHVR,Ibarra-Williamson,Democrat,2007,VQVM93604166956772,normal,diesel,8,1,True
2130,MGT 541,Obrien-Shepard,relate,2013,MQZT95437394795841,normal,hybrid,8,1,False
2131,7K G2333,"Collins, Tucker and Robinson",lot,2007,RPRA95598689160008,high,electric,4,1,False
2132,7857 QC,"Bryant, Jennings and Vaughn",past,1996,JEIN61096616251648,normal,electric,5,2,True
2133,7JU 117,"Hernandez, Gonzalez and Rojas",need,2017,TGRL13066009275350,normal,diesel,5,0,False
2134,BXU4581,Haley Inc,language,2013,PNUI12072108068318,high,electric,8,1,False
2135,981101,Morris-Blair,situation,2015,HPOC76648062327201,high,electric,6,0,True
2136,2EZ R07,"Brown, Wilkerson and Rhodes",true,2021,RTUX98955432018552,normal,electric,3,2,False
2137,758-HEB,"Salazar, Price and Stephens",low,2016,ZCYA30344927513042,normal,electric,2,0,True
2138,LYT-896,Glass-Jones,establish,2017,DNJF41536139641273,high,diesel,5,1,False
2139,CKX 566,Walton-Bush,board,2019,ECPZ82032776683090,high,diesel,2,2,False
2140,1NX 331,Petty Inc,here,2013,ZBCG89383882450763,normal,hybrid,8,0,False
2141,P92-16F,Leonard-Roberson,including,2004,MOQB64714873602059,high,hybrid,6,2,True
2142,Y79 8CV,Singh-Woodward,arrive,2003,LOEK66485081757379,high,diesel,3,1,True
2143,QZN 294,"Guerra, Hall and Wilson",event,2004,PNOZ54079895341783,high,hybrid,2,1,True
2144,20WY7,Richardson Group,also,2021,SUYQ17334623481969,high,electric,2,0,True
2145,JZ 9959,Burton LLC,five,2011,AENI97550048053672,normal,diesel,5,1,False
2146,2-27630C,Hardy-Greene,part,2013,AVKF56155759349188,high,electric,5,2,True
2147,3-0871H,Russell Inc,sign,2003,LUIP18346132623089,high,hybrid,5,2,False
2148,529 MTH,Garcia-Bradford,move,1995,ASND44181874614771,high,diesel,4,1,False
2149,46KE079,Day Inc,foreign,1992,ALBT73704115318084,normal,hybrid,2,0,False
2150,84K EJ3,Bowers PLC,never,2016,JLYJ32379303577535,high,electric,5,2,True
2151,UNN 998,Gardner-James,at,2018,EKET45540507345295,normal,diesel,7,0,False
2152,41-49737,Baker Ltd,assume,1993,QDNR78471248429740,normal,diesel,2,1,False
2153,047 GXH,Sosa and Sons,guy,2022,PQWU13296641051495,normal,diesel,6,1,False
2154,625 0259,"Chapman, Dixon and Parker",policy,2009,PNUS57025906514709,high,diesel,3,2,False
2155,305 YNM,Molina-Williams,cultural,1999,GBKV36984194929847,high,hybrid,5,0,False
2156,JS3 V5C,"Figueroa, Stone and Chapman",indicate,2021,NRQB28254878393768,high,diesel,6,1,False
2157,287 SIW,Gonzalez PLC,cup,1992,HWXG20572249661864,normal,electric,5,2,False
2158,71D 3130,Simmons-Hale,affect,2018,KKMV12155632956594,normal,diesel,8,2,False
2159,6N MT261,Thomas PLC,open,1997,QEQD41652128387226,high,hybrid,2,2,True
2160,506 0RF,"White, Acosta and Liu",more,2016,WNLC90968937452344,normal,electric,2,1,False
2161,33-98225,Bishop-Cook,discover,2014,ORKF95847081383294,high,diesel,8,2,False
2162,2OE 221,Cochran Group,none,2017,LKXG01277552711844,high,hybrid,2,2,True
2163,9-70497N,Jones and Sons,argue,2014,POAQ14622076626541,high,electric,2,0,False
2164,BN6 4828,Smith-Walker,occur,2023,SEMN98080474037958,normal,hybrid,2,1,True
2165,012U,Nelson-Ortiz,plan,2000,GMKX82263640875829,high,diesel,7,0,False
2166,H79 4NI,Kemp and Sons,where,2004,OGIA46218038947519,high,diesel,4,2,False
2167,9WH91,Yang PLC,read,1991,ZGYE70371214819497,normal,hybrid,7,1,False
2168,DZO-804,Strickland PLC,their,2002,PJDT17657829832203,normal,electric,5,0,True
2169,A92 0AO,Andrews-Lane,trouble,2016,BDNI81751609115526,high,diesel,3,2,True
2170,351106,Lindsey and Sons,political,2002,WXCR01932311444998,high,hybrid,8,0,True
2171,KXZ 475,Harris-Juarez,rule,2008,NQSS95372774044084,normal,diesel,2,2,False
2172,VVF-9104,Hopkins Ltd,much,2023,SOPC97670449544960,normal,hybrid,7,1,False
